run_id,dataset,target,time_from_seed_start_s,x_mid_mm,length_mm,x_error_mm,length_error_mm,iteration
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_negative,92.76487064361572,-11.0,71.24,-11.0,0.0,2
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,103.21462059020996,4.75,98.69,0.0,18.69,1
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,106.36425948143005,15.05,108.3,15.05,28.3,1
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,107.41679000854492,13.35,91.44,13.35,11.44,2
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,108.36538243293762,10.55,76.71,10.55,0.0,3
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,110.51436758041382,12.3,100.25,12.3,20.25,1
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,112.86641812324524,17.3,115.16,17.3,35.16,1
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,113.96495652198792,14.95,99.59,14.95,19.59,2
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,115.11460566520691,12.7,83.39,12.7,0.0,3
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,117.31443309783936,17.15,105.18,17.15,25.18,1
D6,20260820_141546_原点标定板背面_位置3_真机_1,rx_ry_positive,118.31487536430359,13.3,91.82,13.3,11.82,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,9.866157531738281,-5.55,100.02,0.0,20.02,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,12.966574430465698,-8.0,110.69,0.0,30.69,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,13.965644836425781,-10.5,94.91,-10.5,14.91,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,16.016162395477295,-6.75,108.1,0.0,28.1,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,17.01585865020752,-8.95,92.97,0.0,12.97,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,18.965794801712036,-8.15,105.84,0.0,25.84,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,20.016258239746094,-10.6,91.49,-10.6,11.49,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_positive,21.96592402458191,-5.8,107.88,0.0,27.88,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,ry_negative,33.766151666641235,5.05,56.65,0.0,-23.35,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,59.365723848342896,11.9,73.91,11.9,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,62.316914796829224,15.7,83.22,15.7,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,64.41644048690796,19.3,89.95,19.3,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,65.41674327850342,12.0,93.35,12.0,13.35,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,67.3155517578125,19.3,87.42,19.3,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,68.16669344902039,12.55,88.77,12.55,0.0,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,69.21571826934814,5.75,90.66,0.0,10.66,3
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,71.16650080680847,20.2,75.29,20.2,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_positive,72.06671905517578,14.65,71.04,14.65,0.0,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,81.06601452827454,-9.0,69.14,0.0,-10.86,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,82.9655270576477,-12.75,89.1,-12.75,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,83.96567344665527,-7.8,94.64,0.0,14.64,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,85.96653532981873,-18.35,81.65,-18.35,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,86.96610641479492,-13.2,86.42,-13.2,0.0,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,88.86561727523804,-12.2,66.22,-12.2,-13.78,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,91.51585388183594,-17.05,69.87,-17.05,-10.13,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,92.51682829856873,-11.65,73.75,-11.65,0.0,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,94.51738333702087,-17.0,80.48,-17.0,0.0,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_negative,95.41595077514648,-10.8,80.89,-10.8,0.0,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,106.31688356399536,5.9,99.75,0.0,19.75,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,109.71619033813477,14.45,116.76,14.45,36.76,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,110.76650023460388,13.25,98.13,13.25,18.13,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,111.9657609462738,10.65,81.34,10.65,0.0,3
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,114.11745882034302,12.6,106.07,12.6,26.07,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,115.06552290916443,8.9,92.3,0.0,12.3,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,117.11597752571106,17.2,111.36,17.2,31.36,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,118.41685914993286,15.0,94.62,15.0,14.62,2
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,119.36608409881592,11.85,80.24,11.85,0.0,3
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,121.31700897216797,14.45,107.7,14.45,27.7,1
D7,20260820_142718_知象光电宣传册_位置1_真机_1_nbv初始化失败,rx_ry_positive,122.36569094657898,11.8,91.85,11.8,11.85,2
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,7.366960525512695,-8.9,109.26,0.0,29.26,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,10.566716194152832,-8.3,110.23,0.0,30.23,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,11.567264080047607,-8.9,91.31,0.0,11.31,2
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,13.717994689941406,-8.45,106.8,0.0,26.8,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,15.867189645767212,-9.8,111.68,0.0,31.68,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,16.867148399353027,-10.9,93.63,-10.9,13.63,2
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,18.867356061935425,-7.55,109.58,0.0,29.58,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_positive,19.91705560684204,-8.5,91.44,0.0,11.44,2
D8,20260820_144753_焊接书_位置1_真机_1,ry_negative,28.06652808189392,5.1,51.08,0.0,-28.92,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_negative,31.366831302642822,7.8,50.99,0.0,-29.01,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_negative,33.36768913269043,8.85,50.31,0.0,-29.69,1
D8,20260820_144753_焊接书_位置1_真机_1,ry_negative,37.26732110977173,11.95,58.99,11.95,-21.01,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,51.966866970062256,11.05,73.0,11.05,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,52.81852316856384,5.5,69.64,0.0,-10.36,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,54.66712713241577,13.6,94.57,13.6,14.57,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,55.617889404296875,7.85,92.15,0.0,12.15,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,57.66692924499512,21.45,84.48,21.45,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,58.66700100898743,14.7,83.32,14.7,0.0,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,60.666475772857666,20.0,85.23,20.0,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,62.03580403327942,13.05,85.74,13.05,0.0,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,64.4670250415802,19.8,83.97,19.8,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_positive,65.41672325134277,12.95,84.48,12.95,0.0,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,75.11745047569275,-12.45,78.2,-12.45,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,78.11773014068604,-16.55,78.51,-16.55,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,79.0169427394867,-10.1,79.3,-10.1,0.0,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,81.06750297546387,-13.15,76.82,-13.15,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,83.11686277389526,-16.2,76.65,-16.2,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,85.21708011627197,-18.6,76.72,-18.6,0.0,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_negative,86.21745753288269,-11.6,75.52,-11.6,0.0,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,97.26910781860352,1.65,110.4,0.0,30.4,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,98.26746010780334,1.05,90.98,0.0,10.98,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,101.56690216064453,9.05,112.59,0.0,32.59,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,102.61731553077698,7.65,94.42,0.0,14.42,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,106.91690611839294,10.2,96.95,10.2,16.95,1
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,107.91778254508972,3.45,97.48,0.0,17.48,2
D8,20260820_144753_焊接书_位置1_真机_1,rx_ry_positive,108.71754097938538,3.35,97.25,0.0,17.25,3
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_positive,7.666675806045532,-1.5,94.87,0.0,14.87,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_positive,10.965276718139648,-2.35,99.51,0.0,19.51,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_positive,12.965096473693848,-3.45,102.06,0.0,22.06,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_positive,15.114489555358887,-4.2,104.93,0.0,24.93,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_positive,17.264872550964355,-4.45,108.08,0.0,28.08,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_positive,18.26418113708496,-5.4,90.97,0.0,10.97,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_negative,28.364569187164307,3.15,51.84,0.0,-28.16,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_negative,29.31465721130371,2.55,68.53,0.0,-11.47,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_negative,32.214953660964966,2.65,63.21,0.0,-16.79,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_negative,34.114081144332886,3.3,62.19,0.0,-17.81,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_negative,36.11445212364197,2.75,61.63,0.0,-18.37,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,ry_negative,38.16454339027405,2.25,62.51,0.0,-17.49,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,50.91535449028015,11.5,74.96,11.5,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,53.914459228515625,16.6,82.14,16.6,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,54.86452531814575,10.05,82.68,10.05,0.0,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,56.815308809280396,15.65,82.17,15.65,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,58.81382131576538,21.25,84.47,21.25,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,59.764498233795166,14.4,86.47,14.4,0.0,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,61.66464972496033,20.75,83.71,20.75,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_positive,62.61450004577637,13.95,85.16,13.95,0.0,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,74.01571083068848,-10.35,75.81,-10.35,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,76.01523351669312,-14.8,79.65,-14.8,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,78.1647560596466,-18.3,80.09,-18.3,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,79.26459956169128,-11.4,79.15,-11.4,0.0,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,81.46425414085388,-14.3,78.27,-14.3,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,83.76549291610718,-17.0,80.04,-17.0,0.0,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_negative,84.8643913269043,-10.35,79.19,-10.35,0.0,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,102.71478199958801,9.3,96.83,0.0,16.83,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,103.66577434539795,10.1,83.09,10.1,0.0,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,107.31749486923218,17.2,111.66,17.2,31.66,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,108.31416130065918,12.85,96.34,12.85,16.34,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,110.41532874107361,19.9,110.54,19.9,30.54,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,111.36417865753174,15.15,95.8,15.15,15.8,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,113.51447105407715,23.3,110.81,23.3,30.81,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,114.46480917930603,18.0,96.52,18.0,16.52,2
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,115.3146743774414,11.95,83.79,11.95,0.0,3
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,117.36432981491089,20.6,112.22,20.6,32.22,1
D9,20260820_150032_生锈的刚板_位置1_真机_1,rx_ry_positive,118.46424269676208,15.1,97.2,15.1,17.2,2
